Date;mean;TempMean;TempMin;TempMax;WindSpeed;WindSpeedMaxS;Precip;Time;Posan;Instant;JourSemaine;SoleilLeve
15/12/2010 11:30;;38.5;34.0;41.0;8.0;15.9;0.0;24937;348;23;5;1
15/12/2010 12:00;;38.5;34.0;41.0;8.0;15.9;0.0;24938;348;24;5;1
15/12/2010 12:30;;38.5;34.0;41.0;8.0;15.9;0.0;24939;348;25;5;1
15/12/2010 13:00;;38.5;34.0;41.0;8.0;15.9;0.0;24940;348;26;5;1
15/12/2010 13:30;;38.5;34.0;41.0;8.0;15.9;0.0;24941;348;27;5;1
15/12/2010 14:00;;38.5;34.0;41.0;8.0;15.9;0.0;24942;348;28;5;1
15/12/2010 14:30;;38.5;34.0;41.0;8.0;15.9;0.0;24943;348;29;5;1
15/12/2010 15:00;;38.5;34.0;41.0;8.0;15.9;0.0;24944;348;30;5;1
15/12/2010 15:30;;38.5;34.0;41.0;8.0;15.9;0.0;24945;348;31;5;1
15/12/2010 16:00;;38.5;34.0;41.0;8.0;15.9;0.0;24946;348;32;5;1
15/12/2010 16:30;;38.5;34.0;41.0;8.0;15.9;0.0;24947;348;33;5;0
15/12/2010 17:00;;38.5;34.0;41.0;8.0;15.9;0.0;24948;348;34;5;0
15/12/2010 17:30;;38.5;34.0;41.0;8.0;15.9;0.0;24949;348;35;5;0
15/12/2010 18:00;;38.5;34.0;41.0;8.0;15.9;0.0;24950;348;36;5;0
15/12/2010 18:30;;38.5;34.0;41.0;8.0;15.9;0.0;24951;348;37;5;0
15/12/2010 19:00;;38.5;34.0;41.0;8.0;15.9;0.0;24952;348;38;5;0
15/12/2010 19:30;;38.5;34.0;41.0;8.0;15.9;0.0;24953;348;39;5;0
15/12/2010 20:00;;38.5;34.0;41.0;8.0;15.9;0.0;24954;348;40;5;0
15/12/2010 20:30;;38.5;34.0;41.0;8.0;15.9;0.0;24955;348;41;5;0
15/12/2010 21:00;;38.5;34.0;41.0;8.0;15.9;0.0;24956;348;42;5;0
15/12/2010 21:30;;38.5;34.0;41.0;8.0;15.9;0.0;24957;348;43;5;0
15/12/2010 22:00;;38.5;34.0;41.0;8.0;15.9;0.0;24958;348;44;5;0
15/12/2010 22:30;;38.5;34.0;41.0;8.0;15.9;0.0;24959;348;45;5;0
15/12/2010 23:00;;38.5;34.0;41.0;8.0;15.9;0.0;24960;348;46;5;0
15/12/2010 23:30;;38.5;34.0;41.0;8.0;15.9;0.0;24961;348;47;5;0
16/12/2010 00:00;;37.9;28.4;45.1;16.1;25.3;0.08;24962;349;48;6;0
16/12/2010 00:30;;37.9;28.4;45.1;16.1;25.3;0.08;24963;349;1;6;0
16/12/2010 01:00;;37.9;28.4;45.1;16.1;25.3;0.08;24964;349;2;6;0
16/12/2010 01:30;;37.9;28.4;45.1;16.1;25.3;0.08;24965;349;3;6;0
16/12/2010 02:00;;37.9;28.4;45.1;16.1;25.3;0.08;24966;349;4;6;0
16/12/2010 02:30;;37.9;28.4;45.1;16.1;25.3;0.08;24967;349;5;6;0
16/12/2010 03:00;;37.9;28.4;45.1;16.1;25.3;0.08;24968;349;6;6;0
16/12/2010 03:30;;37.9;28.4;45.1;16.1;25.3;0.08;24969;349;7;6;0
16/12/2010 04:00;;37.9;28.4;45.1;16.1;25.3;0.08;24970;349;8;6;0
16/12/2010 04:30;;37.9;28.4;45.1;16.1;25.3;0.08;24971;349;9;6;0
16/12/2010 05:00;;37.9;28.4;45.1;16.1;25.3;0.08;24972;349;10;6;0
16/12/2010 05:30;;37.9;28.4;45.1;16.1;25.3;0.08;24973;349;11;6;0
16/12/2010 06:00;;37.9;28.4;45.1;16.1;25.3;0.08;24974;349;12;6;0
16/12/2010 06:30;;37.9;28.4;45.1;16.1;25.3;0.08;24975;349;13;6;0
16/12/2010 07:00;;37.9;28.4;45.1;16.1;25.3;0.08;24976;349;14;6;0
16/12/2010 07:30;;37.9;28.4;45.1;16.1;25.3;0.08;24977;349;15;6;0
16/12/2010 08:00;;37.9;28.4;45.1;16.1;25.3;0.08;24978;349;16;6;0
16/12/2010 08:30;;37.9;28.4;45.1;16.1;25.3;0.08;24979;349;17;6;1
16/12/2010 09:00;;37.9;28.4;45.1;16.1;25.3;0.08;24980;349;18;6;1
16/12/2010 09:30;;37.9;28.4;45.1;16.1;25.3;0.08;24981;349;19;6;1
16/12/2010 10:00;;37.9;28.4;45.1;16.1;25.3;0.08;24982;349;20;6;1
16/12/2010 10:30;;37.9;28.4;45.1;16.1;25.3;0.08;24983;349;21;6;1
16/12/2010 11:00;;37.9;28.4;45.1;16.1;25.3;0.08;24984;349;22;6;1
16/12/2010 11:30;;37.9;28.4;45.1;16.1;25.3;0.08;24985;349;23;6;1
16/12/2010 12:00;;37.9;28.4;45.1;16.1;25.3;0.08;24986;349;24;6;1
16/12/2010 12:30;;37.9;28.4;45.1;16.1;25.3;0.08;24987;349;25;6;1
16/12/2010 13:00;;37.9;28.4;45.1;16.1;25.3;0.08;24988;349;26;6;1
16/12/2010 13:30;;37.9;28.4;45.1;16.1;25.3;0.08;24989;349;27;6;1
16/12/2010 14:00;;37.9;28.4;45.1;16.1;25.3;0.08;24990;349;28;6;1
16/12/2010 14:30;;37.9;28.4;45.1;16.1;25.3;0.08;24991;349;29;6;1
16/12/2010 15:00;;37.9;28.4;45.1;16.1;25.3;0.08;24992;349;30;6;1
16/12/2010 15:30;;37.9;28.4;45.1;16.1;25.3;0.08;24993;349;31;6;1
16/12/2010 16:00;;37.9;28.4;45.1;16.1;25.3;0.08;24994;349;32;6;1
16/12/2010 16:30;;37.9;28.4;45.1;16.1;25.3;0.08;24995;349;33;6;0
16/12/2010 17:00;;37.9;28.4;45.1;16.1;25.3;0.08;24996;349;34;6;0
16/12/2010 17:30;;37.9;28.4;45.1;16.1;25.3;0.08;24997;349;35;6;0
16/12/2010 18:00;;37.9;28.4;45.1;16.1;25.3;0.08;24998;349;36;6;0
16/12/2010 18:30;;37.9;28.4;45.1;16.1;25.3;0.08;24999;349;37;6;0
16/12/2010 19:00;;37.9;28.4;45.1;16.1;25.3;0.08;25000;349;38;6;0
16/12/2010 19:30;;37.9;28.4;45.1;16.1;25.3;0.08;25001;349;39;6;0
16/12/2010 20:00;;37.9;28.4;45.1;16.1;25.3;0.08;25002;349;40;6;0
16/12/2010 20:30;;37.9;28.4;45.1;16.1;25.3;0.08;25003;349;41;6;0
16/12/2010 21:00;;37.9;28.4;45.1;16.1;25.3;0.08;25004;349;42;6;0
16/12/2010 21:30;;37.9;28.4;45.1;16.1;25.3;0.08;25005;349;43;6;0
16/12/2010 22:00;;37.9;28.4;45.1;16.1;25.3;0.08;25006;349;44;6;0
16/12/2010 22:30;;37.9;28.4;45.1;16.1;25.3;0.08;25007;349;45;6;0
16/12/2010 23:00;;37.9;28.4;45.1;16.1;25.3;0.08;25008;349;46;6;0
16/12/2010 23:30;;37.9;28.4;45.1;16.1;25.3;0.08;25009;349;47;6;0
17/12/2010 00:00;;29.7;26.2;33.4;13.8;18.1;0.0;25010;350;48;0;0
17/12/2010 00:30;;29.7;26.2;33.4;13.8;18.1;0.0;25011;350;1;0;0
17/12/2010 01:00;;29.7;26.2;33.4;13.8;18.1;0.0;25012;350;2;0;0
17/12/2010 01:30;;29.7;26.2;33.4;13.8;18.1;0.0;25013;350;3;0;0
17/12/2010 02:00;;29.7;26.2;33.4;13.8;18.1;0.0;25014;350;4;0;0
17/12/2010 02:30;;29.7;26.2;33.4;13.8;18.1;0.0;25015;350;5;0;0
17/12/2010 03:00;;29.7;26.2;33.4;13.8;18.1;0.0;25016;350;6;0;0
17/12/2010 03:30;;29.7;26.2;33.4;13.8;18.1;0.0;25017;350;7;0;0
17/12/2010 04:00;;29.7;26.2;33.4;13.8;18.1;0.0;25018;350;8;0;0
17/12/2010 04:30;;29.7;26.2;33.4;13.8;18.1;0.0;25019;350;9;0;0
17/12/2010 05:00;;29.7;26.2;33.4;13.8;18.1;0.0;25020;350;10;0;0
17/12/2010 05:30;;29.7;26.2;33.4;13.8;18.1;0.0;25021;350;11;0;0
17/12/2010 06:00;;29.7;26.2;33.4;13.8;18.1;0.0;25022;350;12;0;0
17/12/2010 06:30;;29.7;26.2;33.4;13.8;18.1;0.0;25023;350;13;0;0
17/12/2010 07:00;;29.7;26.2;33.4;13.8;18.1;0.0;25024;350;14;0;0
17/12/2010 07:30;;29.7;26.2;33.4;13.8;18.1;0.0;25025;350;15;0;0
17/12/2010 08:00;;29.7;26.2;33.4;13.8;18.1;0.0;25026;350;16;0;0
17/12/2010 08:30;;29.7;26.2;33.4;13.8;18.1;0.0;25027;350;17;0;1
17/12/2010 09:00;;29.7;26.2;33.4;13.8;18.1;0.0;25028;350;18;0;1
17/12/2010 09:30;;29.7;26.2;33.4;13.8;18.1;0.0;25029;350;19;0;1
17/12/2010 10:00;;29.7;26.2;33.4;13.8;18.1;0.0;25030;350;20;0;1
17/12/2010 10:30;;29.7;26.2;33.4;13.8;18.1;0.0;25031;350;21;0;1
17/12/2010 11:00;;29.7;26.2;33.4;13.8;18.1;0.0;25032;350;22;0;1
17/12/2010 11:30;;29.7;26.2;33.4;13.8;18.1;0.0;25033;350;23;0;1
17/12/2010 12:00;;29.7;26.2;33.4;13.8;18.1;0.0;25034;350;24;0;1
17/12/2010 12:30;;29.7;26.2;33.4;13.8;18.1;0.0;25035;350;25;0;1
17/12/2010 13:00;;29.7;26.2;33.4;13.8;18.1;0.0;25036;350;26;0;1
17/12/2010 13:30;;29.7;26.2;33.4;13.8;18.1;0.0;25037;350;27;0;1
17/12/2010 14:00;;29.7;26.2;33.4;13.8;18.1;0.0;25038;350;28;0;1
17/12/2010 14:30;;29.7;26.2;33.4;13.8;18.1;0.0;25039;350;29;0;1
17/12/2010 15:00;;29.7;26.2;33.4;13.8;18.1;0.0;25040;350;30;0;1
17/12/2010 15:30;;29.7;26.2;33.4;13.8;18.1;0.0;25041;350;31;0;1
17/12/2010 16:00;;29.7;26.2;33.4;13.8;18.1;0.0;25042;350;32;0;1
17/12/2010 16:30;;29.7;26.2;33.4;13.8;18.1;0.0;25043;350;33;0;0
17/12/2010 17:00;;29.7;26.2;33.4;13.8;18.1;0.0;25044;350;34;0;0
17/12/2010 17:30;;29.7;26.2;33.4;13.8;18.1;0.0;25045;350;35;0;0
17/12/2010 18:00;;29.7;26.2;33.4;13.8;18.1;0.0;25046;350;36;0;0
17/12/2010 18:30;;29.7;26.2;33.4;13.8;18.1;0.0;25047;350;37;0;0
17/12/2010 19:00;;29.7;26.2;33.4;13.8;18.1;0.0;25048;350;38;0;0
17/12/2010 19:30;;29.7;26.2;33.4;13.8;18.1;0.0;25049;350;39;0;0
17/12/2010 20:00;;29.7;26.2;33.4;13.8;18.1;0.0;25050;350;40;0;0
17/12/2010 20:30;;29.7;26.2;33.4;13.8;18.1;0.0;25051;350;41;0;0
17/12/2010 21:00;;29.7;26.2;33.4;13.8;18.1;0.0;25052;350;42;0;0
17/12/2010 21:30;;29.7;26.2;33.4;13.8;18.1;0.0;25053;350;43;0;0
17/12/2010 22:00;;29.7;26.2;33.4;13.8;18.1;0.0;25054;350;44;0;0
17/12/2010 22:30;;29.7;26.2;33.4;13.8;18.1;0.0;25055;350;45;0;0
17/12/2010 23:00;;29.7;26.2;33.4;13.8;18.1;0.0;25056;350;46;0;0
17/12/2010 23:30;;29.7;26.2;33.4;13.8;18.1;0.0;25057;350;47;0;0
18/12/2010 00:00;;26.6;17.6;32.0;9.3;15.5;0.0;25058;351;48;1;0
18/12/2010 00:30;;26.6;17.6;32.0;9.3;15.5;0.0;25059;351;1;1;0
18/12/2010 01:00;;26.6;17.6;32.0;9.3;15.5;0.0;25060;351;2;1;0
18/12/2010 01:30;;26.6;17.6;32.0;9.3;15.5;0.0;25061;351;3;1;0
18/12/2010 02:00;;26.6;17.6;32.0;9.3;15.5;0.0;25062;351;4;1;0
18/12/2010 02:30;;26.6;17.6;32.0;9.3;15.5;0.0;25063;351;5;1;0
18/12/2010 03:00;;26.6;17.6;32.0;9.3;15.5;0.0;25064;351;6;1;0
18/12/2010 03:30;;26.6;17.6;32.0;9.3;15.5;0.0;25065;351;7;1;0
18/12/2010 04:00;;26.6;17.6;32.0;9.3;15.5;0.0;25066;351;8;1;0
18/12/2010 04:30;;26.6;17.6;32.0;9.3;15.5;0.0;25067;351;9;1;0
18/12/2010 05:00;;26.6;17.6;32.0;9.3;15.5;0.0;25068;351;10;1;0
18/12/2010 05:30;;26.6;17.6;32.0;9.3;15.5;0.0;25069;351;11;1;0
18/12/2010 06:00;;26.6;17.6;32.0;9.3;15.5;0.0;25070;351;12;1;0
18/12/2010 06:30;;26.6;17.6;32.0;9.3;15.5;0.0;25071;351;13;1;0
18/12/2010 07:00;;26.6;17.6;32.0;9.3;15.5;0.0;25072;351;14;1;0
18/12/2010 07:30;;26.6;17.6;32.0;9.3;15.5;0.0;25073;351;15;1;0
18/12/2010 08:00;;26.6;17.6;32.0;9.3;15.5;0.0;25074;351;16;1;0
18/12/2010 08:30;;26.6;17.6;32.0;9.3;15.5;0.0;25075;351;17;1;1
18/12/2010 09:00;;26.6;17.6;32.0;9.3;15.5;0.0;25076;351;18;1;1
18/12/2010 09:30;;26.6;17.6;32.0;9.3;15.5;0.0;25077;351;19;1;1
18/12/2010 10:00;;26.6;17.6;32.0;9.3;15.5;0.0;25078;351;20;1;1
18/12/2010 10:30;;26.6;17.6;32.0;9.3;15.5;0.0;25079;351;21;1;1
18/12/2010 11:00;;26.6;17.6;32.0;9.3;15.5;0.0;25080;351;22;1;1
18/12/2010 11:30;;26.6;17.6;32.0;9.3;15.5;0.0;25081;351;23;1;1
18/12/2010 12:00;;26.6;17.6;32.0;9.3;15.5;0.0;25082;351;24;1;1
18/12/2010 12:30;;26.6;17.6;32.0;9.3;15.5;0.0;25083;351;25;1;1
18/12/2010 13:00;;26.6;17.6;32.0;9.3;15.5;0.0;25084;351;26;1;1
18/12/2010 13:30;;26.6;17.6;32.0;9.3;15.5;0.0;25085;351;27;1;1
18/12/2010 14:00;;26.6;17.6;32.0;9.3;15.5;0.0;25086;351;28;1;1
18/12/2010 14:30;;26.6;17.6;32.0;9.3;15.5;0.0;25087;351;29;1;1
18/12/2010 15:00;;26.6;17.6;32.0;9.3;15.5;0.0;25088;351;30;1;1
18/12/2010 15:30;;26.6;17.6;32.0;9.3;15.5;0.0;25089;351;31;1;1
18/12/2010 16:00;;26.6;17.6;32.0;9.3;15.5;0.0;25090;351;32;1;1
18/12/2010 16:30;;26.6;17.6;32.0;9.3;15.5;0.0;25091;351;33;1;0
18/12/2010 17:00;;26.6;17.6;32.0;9.3;15.5;0.0;25092;351;34;1;0
18/12/2010 17:30;;26.6;17.6;32.0;9.3;15.5;0.0;25093;351;35;1;0
18/12/2010 18:00;;26.6;17.6;32.0;9.3;15.5;0.0;25094;351;36;1;0
18/12/2010 18:30;;26.6;17.6;32.0;9.3;15.5;0.0;25095;351;37;1;0
18/12/2010 19:00;;26.6;17.6;32.0;9.3;15.5;0.0;25096;351;38;1;0
18/12/2010 19:30;;26.6;17.6;32.0;9.3;15.5;0.0;25097;351;39;1;0
18/12/2010 20:00;;26.6;17.6;32.0;9.3;15.5;0.0;25098;351;40;1;0
18/12/2010 20:30;;26.6;17.6;32.0;9.3;15.5;0.0;25099;351;41;1;0
18/12/2010 21:00;;26.6;17.6;32.0;9.3;15.5;0.0;25100;351;42;1;0
18/12/2010 21:30;;26.6;17.6;32.0;9.3;15.5;0.0;25101;351;43;1;0
18/12/2010 22:00;;26.6;17.6;32.0;9.3;15.5;0.0;25102;351;44;1;0
18/12/2010 22:30;;26.6;17.6;32.0;9.3;15.5;0.0;25103;351;45;1;0
18/12/2010 23:00;;26.6;17.6;32.0;9.3;15.5;0.0;25104;351;46;1;0
18/12/2010 23:30;;26.6;17.6;32.0;9.3;15.5;0.0;25105;351;47;1;0
19/12/2010 00:00;;27.5;14.4;38.1;5.4;11.1;0.0;25106;352;48;2;0
19/12/2010 00:30;;27.5;14.4;38.1;5.4;11.1;0.0;25107;352;1;2;0
19/12/2010 01:00;;27.5;14.4;38.1;5.4;11.1;0.0;25108;352;2;2;0
19/12/2010 01:30;;27.5;14.4;38.1;5.4;11.1;0.0;25109;352;3;2;0
19/12/2010 02:00;;27.5;14.4;38.1;5.4;11.1;0.0;25110;352;4;2;0
19/12/2010 02:30;;27.5;14.4;38.1;5.4;11.1;0.0;25111;352;5;2;0
19/12/2010 03:00;;27.5;14.4;38.1;5.4;11.1;0.0;25112;352;6;2;0
19/12/2010 03:30;;27.5;14.4;38.1;5.4;11.1;0.0;25113;352;7;2;0
19/12/2010 04:00;;27.5;14.4;38.1;5.4;11.1;0.0;25114;352;8;2;0
19/12/2010 04:30;;27.5;14.4;38.1;5.4;11.1;0.0;25115;352;9;2;0
19/12/2010 05:00;;27.5;14.4;38.1;5.4;11.1;0.0;25116;352;10;2;0
19/12/2010 05:30;;27.5;14.4;38.1;5.4;11.1;0.0;25117;352;11;2;0
19/12/2010 06:00;;27.5;14.4;38.1;5.4;11.1;0.0;25118;352;12;2;0
19/12/2010 06:30;;27.5;14.4;38.1;5.4;11.1;0.0;25119;352;13;2;0
19/12/2010 07:00;;27.5;14.4;38.1;5.4;11.1;0.0;25120;352;14;2;0
19/12/2010 07:30;;27.5;14.4;38.1;5.4;11.1;0.0;25121;352;15;2;0
19/12/2010 08:00;;27.5;14.4;38.1;5.4;11.1;0.0;25122;352;16;2;0
19/12/2010 08:30;;27.5;14.4;38.1;5.4;11.1;0.0;25123;352;17;2;1
19/12/2010 09:00;;27.5;14.4;38.1;5.4;11.1;0.0;25124;352;18;2;1
19/12/2010 09:30;;27.5;14.4;38.1;5.4;11.1;0.0;25125;352;19;2;1
19/12/2010 10:00;;27.5;14.4;38.1;5.4;11.1;0.0;25126;352;20;2;1
19/12/2010 10:30;;27.5;14.4;38.1;5.4;11.1;0.0;25127;352;21;2;1
19/12/2010 11:00;;27.5;14.4;38.1;5.4;11.1;0.0;25128;352;22;2;1
19/12/2010 11:30;;27.5;14.4;38.1;5.4;11.1;0.0;25129;352;23;2;1
19/12/2010 12:00;;27.5;14.4;38.1;5.4;11.1;0.0;25130;352;24;2;1
19/12/2010 12:30;;27.5;14.4;38.1;5.4;11.1;0.0;25131;352;25;2;1
19/12/2010 13:00;;27.5;14.4;38.1;5.4;11.1;0.0;25132;352;26;2;1
19/12/2010 13:30;;27.5;14.4;38.1;5.4;11.1;0.0;25133;352;27;2;1
19/12/2010 14:00;;27.5;14.4;38.1;5.4;11.1;0.0;25134;352;28;2;1
19/12/2010 14:30;;27.5;14.4;38.1;5.4;11.1;0.0;25135;352;29;2;1
19/12/2010 15:00;;27.5;14.4;38.1;5.4;11.1;0.0;25136;352;30;2;1
19/12/2010 15:30;;27.5;14.4;38.1;5.4;11.1;0.0;25137;352;31;2;1
19/12/2010 16:00;;27.5;14.4;38.1;5.4;11.1;0.0;25138;352;32;2;1
19/12/2010 16:30;;27.5;14.4;38.1;5.4;11.1;0.0;25139;352;33;2;0
19/12/2010 17:00;;27.5;14.4;38.1;5.4;11.1;0.0;25140;352;34;2;0
19/12/2010 17:30;;27.5;14.4;38.1;5.4;11.1;0.0;25141;352;35;2;0
19/12/2010 18:00;;27.5;14.4;38.1;5.4;11.1;0.0;25142;352;36;2;0
19/12/2010 18:30;;27.5;14.4;38.1;5.4;11.1;0.0;25143;352;37;2;0
19/12/2010 19:00;;27.5;14.4;38.1;5.4;11.1;0.0;25144;352;38;2;0
19/12/2010 19:30;;27.5;14.4;38.1;5.4;11.1;0.0;25145;352;39;2;0
19/12/2010 20:00;;27.5;14.4;38.1;5.4;11.1;0.0;25146;352;40;2;0
19/12/2010 20:30;;27.5;14.4;38.1;5.4;11.1;0.0;25147;352;41;2;0
19/12/2010 21:00;;27.5;14.4;38.1;5.4;11.1;0.0;25148;352;42;2;0
19/12/2010 21:30;;27.5;14.4;38.1;5.4;11.1;0.0;25149;352;43;2;0
19/12/2010 22:00;;27.5;14.4;38.1;5.4;11.1;0.0;25150;352;44;2;0
19/12/2010 22:30;;27.5;14.4;38.1;5.4;11.1;0.0;25151;352;45;2;0
19/12/2010 23:00;;27.5;14.4;38.1;5.4;11.1;0.0;25152;352;46;2;0
19/12/2010 23:30;;27.5;14.4;38.1;5.4;11.1;0.0;25153;352;47;2;0
20/12/2010 00:00;;24.7;15.8;32.2;5.2;9.7;0.01;25154;353;48;3;0
20/12/2010 00:30;;24.7;15.8;32.2;5.2;9.7;0.01;25155;353;1;3;0
20/12/2010 01:00;;24.7;15.8;32.2;5.2;9.7;0.01;25156;353;2;3;0
20/12/2010 01:30;;24.7;15.8;32.2;5.2;9.7;0.01;25157;353;3;3;0
20/12/2010 02:00;;24.7;15.8;32.2;5.2;9.7;0.01;25158;353;4;3;0
20/12/2010 02:30;;24.7;15.8;32.2;5.2;9.7;0.01;25159;353;5;3;0
20/12/2010 03:00;;24.7;15.8;32.2;5.2;9.7;0.01;25160;353;6;3;0
20/12/2010 03:30;;24.7;15.8;32.2;5.2;9.7;0.01;25161;353;7;3;0
20/12/2010 04:00;;24.7;15.8;32.2;5.2;9.7;0.01;25162;353;8;3;0
20/12/2010 04:30;;24.7;15.8;32.2;5.2;9.7;0.01;25163;353;9;3;0
20/12/2010 05:00;;24.7;15.8;32.2;5.2;9.7;0.01;25164;353;10;3;0
20/12/2010 05:30;;24.7;15.8;32.2;5.2;9.7;0.01;25165;353;11;3;0
20/12/2010 06:00;;24.7;15.8;32.2;5.2;9.7;0.01;25166;353;12;3;0
20/12/2010 06:30;;24.7;15.8;32.2;5.2;9.7;0.01;25167;353;13;3;0
20/12/2010 07:00;;24.7;15.8;32.2;5.2;9.7;0.01;25168;353;14;3;0
20/12/2010 07:30;;24.7;15.8;32.2;5.2;9.7;0.01;25169;353;15;3;0
20/12/2010 08:00;;24.7;15.8;32.2;5.2;9.7;0.01;25170;353;16;3;0
20/12/2010 08:30;;24.7;15.8;32.2;5.2;9.7;0.01;25171;353;17;3;1
20/12/2010 09:00;;24.7;15.8;32.2;5.2;9.7;0.01;25172;353;18;3;1
20/12/2010 09:30;;24.7;15.8;32.2;5.2;9.7;0.01;25173;353;19;3;1
20/12/2010 10:00;;24.7;15.8;32.2;5.2;9.7;0.01;25174;353;20;3;1
20/12/2010 10:30;;24.7;15.8;32.2;5.2;9.7;0.01;25175;353;21;3;1
20/12/2010 11:00;;24.7;15.8;32.2;5.2;9.7;0.01;25176;353;22;3;1
20/12/2010 11:30;;24.7;15.8;32.2;5.2;9.7;0.01;25177;353;23;3;1
20/12/2010 12:00;;24.7;15.8;32.2;5.2;9.7;0.01;25178;353;24;3;1
20/12/2010 12:30;;24.7;15.8;32.2;5.2;9.7;0.01;25179;353;25;3;1
20/12/2010 13:00;;24.7;15.8;32.2;5.2;9.7;0.01;25180;353;26;3;1
20/12/2010 13:30;;24.7;15.8;32.2;5.2;9.7;0.01;25181;353;27;3;1
20/12/2010 14:00;;24.7;15.8;32.2;5.2;9.7;0.01;25182;353;28;3;1
20/12/2010 14:30;;24.7;15.8;32.2;5.2;9.7;0.01;25183;353;29;3;1
20/12/2010 15:00;;24.7;15.8;32.2;5.2;9.7;0.01;25184;353;30;3;1
20/12/2010 15:30;;24.7;15.8;32.2;5.2;9.7;0.01;25185;353;31;3;1
20/12/2010 16:00;;24.7;15.8;32.2;5.2;9.7;0.01;25186;353;32;3;1
20/12/2010 16:30;;24.7;15.8;32.2;5.2;9.7;0.01;25187;353;33;3;0
20/12/2010 17:00;;24.7;15.8;32.2;5.2;9.7;0.01;25188;353;34;3;0
20/12/2010 17:30;;24.7;15.8;32.2;5.2;9.7;0.01;25189;353;35;3;0
20/12/2010 18:00;;24.7;15.8;32.2;5.2;9.7;0.01;25190;353;36;3;0
20/12/2010 18:30;;24.7;15.8;32.2;5.2;9.7;0.01;25191;353;37;3;0
20/12/2010 19:00;;24.7;15.8;32.2;5.2;9.7;0.01;25192;353;38;3;0
20/12/2010 19:30;;24.7;15.8;32.2;5.2;9.7;0.01;25193;353;39;3;0
20/12/2010 20:00;;24.7;15.8;32.2;5.2;9.7;0.01;25194;353;40;3;0
20/12/2010 20:30;;24.7;15.8;32.2;5.2;9.7;0.01;25195;353;41;3;0
20/12/2010 21:00;;24.7;15.8;32.2;5.2;9.7;0.01;25196;353;42;3;0
20/12/2010 21:30;;24.7;15.8;32.2;5.2;9.7;0.01;25197;353;43;3;0
20/12/2010 22:00;;24.7;15.8;32.2;5.2;9.7;0.01;25198;353;44;3;0
20/12/2010 22:30;;24.7;15.8;32.2;5.2;9.7;0.01;25199;353;45;3;0
20/12/2010 23:00;;24.7;15.8;32.2;5.2;9.7;0.01;25200;353;46;3;0
20/12/2010 23:30;;24.7;15.8;32.2;5.2;9.7;0.01;25201;353;47;3;0
21/12/2010 00:00;;23.8;14.0;33.8;7.9;13.6;0.2;25202;354;48;4;0
21/12/2010 00:30;;23.8;14.0;33.8;7.9;13.6;0.2;25203;354;1;4;0
21/12/2010 01:00;;23.8;14.0;33.8;7.9;13.6;0.2;25204;354;2;4;0
21/12/2010 01:30;;23.8;14.0;33.8;7.9;13.6;0.2;25205;354;3;4;0
21/12/2010 02:00;;23.8;14.0;33.8;7.9;13.6;0.2;25206;354;4;4;0
21/12/2010 02:30;;23.8;14.0;33.8;7.9;13.6;0.2;25207;354;5;4;0
