Date,mean,TempMean,TempMin,TempMax,WindSpeed,WindSpeedMaxS,WindSpeedMaxG,Precip,Time,Posan,Instant
2010-01-01 08:00:00,0.31083369330453564,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8226,1,16
2010-01-01 08:30:00,0.3188012958963283,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8227,1,17
2010-01-01 09:00:00,0.3935334773218142,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8228,1,18
2010-01-01 09:30:00,0.4431079913606911,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8229,1,19
2010-01-01 10:00:00,0.5640777537796976,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8230,1,20
2010-01-01 10:30:00,0.6914838012958963,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8231,1,21
2010-01-01 11:00:00,0.7219049676025918,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8232,1,22
2010-01-01 11:30:00,0.8421641468682506,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8233,1,23
2010-01-01 12:00:00,0.94614686825054,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8234,1,24
2010-01-01 12:30:00,1.0034492440604752,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8235,1,25
2010-01-01 13:00:00,1.0441036717062635,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8236,1,26
2010-01-01 13:30:00,1.0175442764578833,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8237,1,27
2010-01-01 14:00:00,1.012719222462203,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8238,1,28
2010-01-01 14:30:00,0.9212613390928726,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8239,1,29
2010-01-01 15:00:00,0.9703390928725701,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8240,1,30
2010-01-01 15:30:00,0.9543866090712744,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8241,1,31
2010-01-01 16:00:00,0.854036717062635,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8242,1,32
2010-01-01 16:30:00,0.900987041036717,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8243,1,33
2010-01-01 17:00:00,1.0696933045356372,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8244,1,34
2010-01-01 17:30:00,1.1289805615550754,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8245,1,35
2010-01-01 18:00:00,1.1894362850971925,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8246,1,36
2010-01-01 18:30:00,1.1886803455723542,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8247,1,37
2010-01-01 19:00:00,1.1364643628509719,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8248,1,38
2010-01-01 19:30:00,1.0994794816414688,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8249,1,39
2010-01-01 20:00:00,1.0136371490280778,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8250,1,40
2010-01-01 20:30:00,0.9900647948164146,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8251,1,41
2010-01-01 21:00:00,0.9830626349892009,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8252,1,42
2010-01-01 21:30:00,0.9765572354211663,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8253,1,43
2010-01-01 22:00:00,0.9476177105831534,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8254,1,44
2010-01-01 22:30:00,0.9103650107991361,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8255,1,45
2010-01-01 23:00:00,0.8108164146868251,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8256,1,46
2010-01-01 23:30:00,0.7542937365010799,29.1,24.8,33.8,8.3,12.0,999.9,0.11,8257,1,47
2010-01-02 00:00:00,0.6861727861771058,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8258,2,48
2010-01-02 00:30:00,0.582401727861771,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8259,2,1
2010-01-02 01:00:00,0.48745356371490284,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8260,2,2
2010-01-02 01:30:00,0.3833952483801296,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8261,2,3
2010-01-02 02:00:00,0.3347019438444925,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8262,2,4
2010-01-02 02:30:00,0.2861900647948164,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8263,2,5
2010-01-02 03:00:00,0.2713477321814255,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8264,2,6
2010-01-02 03:30:00,0.24012742980561555,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8265,2,7
2010-01-02 04:00:00,0.2420561555075594,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8266,2,8
2010-01-02 04:30:00,0.24453347732181424,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8267,2,9
2010-01-02 05:00:00,0.23284233261339093,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8268,2,10
2010-01-02 05:30:00,0.22331965442764581,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8269,2,11
2010-01-02 06:00:00,0.22040172786177106,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8270,2,12
2010-01-02 06:30:00,0.23282505399568035,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8271,2,13
2010-01-02 07:00:00,0.24706263498920086,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8272,2,14
2010-01-02 07:30:00,0.2946522678185745,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8273,2,15
2010-01-02 08:00:00,0.34147516198704103,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8274,2,16
2010-01-02 08:30:00,0.36722894168466524,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8275,2,17
2010-01-02 09:00:00,0.4513131749460043,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8276,2,18
2010-01-02 09:30:00,0.5341684665226781,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8277,2,19
2010-01-02 10:00:00,0.6611166306695464,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8278,2,20
2010-01-02 10:30:00,0.7131879049676026,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8279,2,21
2010-01-02 11:00:00,0.8109460043196545,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8280,2,22
2010-01-02 11:30:00,0.7706652267818574,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8281,2,23
2010-01-02 12:00:00,0.8047904967602592,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8282,2,24
2010-01-02 12:30:00,0.7990885529157667,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8283,2,25
2010-01-02 13:00:00,0.8221382289416846,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8284,2,26
2010-01-02 13:30:00,0.8015593952483802,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8285,2,27
2010-01-02 14:00:00,0.7740928725701943,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8286,2,28
2010-01-02 14:30:00,0.7463477321814256,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8287,2,29
2010-01-02 15:00:00,0.7698639308855292,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8288,2,30
2010-01-02 15:30:00,0.7950388768898489,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8289,2,31
2010-01-02 16:00:00,0.8313023758099352,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8290,2,32
2010-01-02 16:30:00,0.8577840172786177,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8291,2,33
2010-01-02 17:00:00,1.032866090712743,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8292,2,34
2010-01-02 17:30:00,1.1163714902807775,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8293,2,35
2010-01-02 18:00:00,1.2018812095032398,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8294,2,36
2010-01-02 18:30:00,1.2011749460043197,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8295,2,37
2010-01-02 19:00:00,1.1443434125269978,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8296,2,38
2010-01-02 19:30:00,1.157377969762419,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8297,2,39
2010-01-02 20:00:00,1.0840907127429806,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8298,2,40
2010-01-02 20:30:00,1.0891857451403888,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8299,2,41
2010-01-02 21:00:00,1.057231101511879,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8300,2,42
2010-01-02 21:30:00,0.9566565874730022,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8301,2,43
2010-01-02 22:00:00,0.9301490280777538,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8302,2,44
2010-01-02 22:30:00,0.9076112311015119,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8303,2,45
2010-01-02 23:00:00,0.8575269978401728,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8304,2,46
2010-01-02 23:30:00,0.7707840172786177,30.2,24.8,36.0,11.3,19.0,999.9,0.0,8305,2,47
2010-01-03 00:00:00,0.7053304535637148,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8306,3,48
2010-01-03 00:30:00,0.6052829373650107,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8307,3,1
2010-01-03 01:00:00,0.4887861771058315,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8308,3,2
2010-01-03 01:30:00,0.4129244060475162,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8309,3,3
2010-01-03 02:00:00,0.35990928725701943,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8310,3,4
2010-01-03 02:30:00,0.3111425485961123,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8311,3,5
2010-01-03 03:00:00,0.27334557235421164,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8312,3,6
2010-01-03 03:30:00,0.25845788336933045,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8313,3,7
2010-01-03 04:00:00,0.24129589632829374,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8314,3,8
2010-01-03 04:30:00,0.24386609071274298,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8315,3,9
2010-01-03 05:00:00,0.2398401727861771,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8316,3,10
2010-01-03 05:30:00,0.23039308855291576,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8317,3,11
2010-01-03 06:00:00,0.2225917926565875,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8318,3,12
2010-01-03 06:30:00,0.22643628509719224,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8319,3,13
2010-01-03 07:00:00,0.2390280777537797,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8320,3,14
2010-01-03 07:30:00,0.3005269978401728,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8321,3,15
2010-01-03 08:00:00,0.3009784017278618,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8322,3,16
2010-01-03 08:30:00,0.3442526997840173,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8323,3,17
2010-01-03 09:00:00,0.4010799136069114,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8324,3,18
2010-01-03 09:30:00,0.529829373650108,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8325,3,19
2010-01-03 10:00:00,0.6710172786177105,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8326,3,20
2010-01-03 10:30:00,0.6948250539956804,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8327,3,21
2010-01-03 11:00:00,0.7563196544276458,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8328,3,22
2010-01-03 11:30:00,0.8944298056155507,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8329,3,23
2010-01-03 12:00:00,0.888194384449244,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8330,3,24
2010-01-03 12:30:00,0.8849373650107991,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8331,3,25
2010-01-03 13:00:00,1.0305961123110152,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8332,3,26
2010-01-03 13:30:00,0.9774643628509718,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8333,3,27
2010-01-03 14:00:00,0.9701058315334773,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8334,3,28
2010-01-03 14:30:00,0.8726479481641469,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8335,3,29
2010-01-03 15:00:00,0.8045097192224622,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8336,3,30
2010-01-03 15:30:00,0.8101641468682506,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8337,3,31
2010-01-03 16:00:00,0.8350086393088553,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8338,3,32
2010-01-03 16:30:00,0.8759784017278617,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8339,3,33
2010-01-03 17:00:00,0.9071295896328293,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8340,3,34
2010-01-03 17:30:00,1.0245896328293735,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8341,3,35
2010-01-03 18:00:00,1.118462203023758,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8342,3,36
2010-01-03 18:30:00,1.1117213822894167,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8343,3,37
2010-01-03 19:00:00,1.1106889848812096,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8344,3,38
2010-01-03 19:30:00,1.123401727861771,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8345,3,39
2010-01-03 20:00:00,1.1358207343412527,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8346,3,40
2010-01-03 20:30:00,1.0877732181425486,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8347,3,41
2010-01-03 21:00:00,1.036585313174946,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8348,3,42
2010-01-03 21:30:00,1.0296760259179265,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8349,3,43
2010-01-03 22:00:00,1.005816414686825,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8350,3,44
2010-01-03 22:30:00,0.8971425485961123,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8351,3,45
2010-01-03 23:00:00,0.8213304535637149,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8352,3,46
2010-01-03 23:30:00,0.7667365010799136,34.3,28.0,37.4,10.9,17.5,999.9,0.01,8353,3,47
2010-01-04 00:00:00,0.6408509719222463,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8354,4,48
2010-01-04 00:30:00,0.5041598272138229,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8355,4,1
2010-01-04 01:00:00,0.43028941684665223,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8356,4,2
2010-01-04 01:30:00,0.3243477321814255,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8357,4,3
2010-01-04 02:00:00,0.2834427645788337,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8358,4,4
2010-01-04 02:30:00,0.2641879049676026,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8359,4,5
2010-01-04 03:00:00,0.25734341252699783,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8360,4,6
2010-01-04 03:30:00,0.2371879049676026,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8361,4,7
2010-01-04 04:00:00,0.23789200863930887,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8362,4,8
2010-01-04 04:30:00,0.23974946004319656,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8363,4,9
2010-01-04 05:00:00,0.23914470842332614,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8364,4,10
2010-01-04 05:30:00,0.23481209503239742,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8365,4,11
2010-01-04 06:00:00,0.23764578833693306,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8366,4,12
2010-01-04 06:30:00,0.2758876889848812,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8367,4,13
2010-01-04 07:00:00,0.31653131749460045,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8368,4,14
2010-01-04 07:30:00,0.4045442764578834,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8369,4,15
2010-01-04 08:00:00,0.43844060475161983,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8370,4,16
2010-01-04 08:30:00,0.48520518358531317,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8371,4,17
2010-01-04 09:00:00,0.5249006479481642,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8372,4,18
2010-01-04 09:30:00,0.583585313174946,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8373,4,19
2010-01-04 10:00:00,0.5717537796976242,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8374,4,20
2010-01-04 10:30:00,0.6507537796976242,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8375,4,21
2010-01-04 11:00:00,0.6434254859611231,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8376,4,22
2010-01-04 11:30:00,0.6840043196544277,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8377,4,23
2010-01-04 12:00:00,0.7154773218142549,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8378,4,24
2010-01-04 12:30:00,0.7102829373650108,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8379,4,25
2010-01-04 13:00:00,0.8344190064794816,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8380,4,26
2010-01-04 13:30:00,0.7819719222462203,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8381,4,27
2010-01-04 14:00:00,0.7189697624190065,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8382,4,28
2010-01-04 14:30:00,0.6779416846652268,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8383,4,29
2010-01-04 15:00:00,0.6770626349892009,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8384,4,30
2010-01-04 15:30:00,0.687939524838013,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8385,4,31
2010-01-04 16:00:00,0.724548596112311,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8386,4,32
2010-01-04 16:30:00,0.8181900647948164,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8387,4,33
2010-01-04 17:00:00,0.9222181425485961,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8388,4,34
2010-01-04 17:30:00,1.0809352051835854,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8389,4,35
2010-01-04 18:00:00,1.214414686825054,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8390,4,36
2010-01-04 18:30:00,1.2485183585313173,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8391,4,37
2010-01-04 19:00:00,1.247755939524838,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8392,4,38
2010-01-04 19:30:00,1.178598272138229,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8393,4,39
2010-01-04 20:00:00,1.1065529157667386,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8394,4,40
2010-01-04 20:30:00,1.1180539956803455,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8395,4,41
2010-01-04 21:00:00,1.0903844492440604,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8396,4,42
2010-01-04 21:30:00,1.0777343412526998,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8397,4,43
2010-01-04 22:00:00,1.0081382289416847,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8398,4,44
2010-01-04 22:30:00,0.9249006479481641,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8399,4,45
2010-01-04 23:00:00,0.8362764578833694,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8400,4,46
2010-01-04 23:30:00,0.8437753779697624,30.3,23.0,32.4,9.1,18.1,999.9,0.0,8401,4,47
2010-01-05 00:00:00,0.6703887688984881,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8402,5,48
2010-01-05 00:30:00,0.5221058315334773,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8403,5,1
2010-01-05 01:00:00,0.44081209503239743,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8404,5,2
2010-01-05 01:30:00,0.3602354211663067,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8405,5,3
2010-01-05 02:00:00,0.3099438444924406,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8406,5,4
2010-01-05 02:30:00,0.2784082073434125,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8407,5,5
2010-01-05 03:00:00,0.2593887688984881,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8408,5,6
2010-01-05 03:30:00,0.2540194384449244,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8409,5,7
2010-01-05 04:00:00,0.2444989200863931,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8410,5,8
2010-01-05 04:30:00,0.23380561555075594,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8411,5,9
2010-01-05 05:00:00,0.23272138228941686,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8412,5,10
2010-01-05 05:30:00,0.24253995680345572,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8413,5,11
2010-01-05 06:00:00,0.2668207343412527,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8414,5,12
2010-01-05 06:30:00,0.30572138228941687,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8415,5,13
2010-01-05 07:00:00,0.32540388768898487,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8416,5,14
2010-01-05 07:30:00,0.4137840172786177,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8417,5,15
2010-01-05 08:00:00,0.47317278617710584,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8418,5,16
2010-01-05 08:30:00,0.5663844492440605,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8419,5,17
2010-01-05 09:00:00,0.5489308855291577,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8420,5,18
2010-01-05 09:30:00,0.5626976241900647,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8421,5,19
2010-01-05 10:00:00,0.6029784017278618,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8422,5,20
2010-01-05 10:30:00,0.6506630669546436,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8423,5,21
2010-01-05 11:00:00,0.6799416846652268,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8424,5,22
2010-01-05 11:30:00,0.6855291576673865,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8425,5,23
2010-01-05 12:00:00,0.6728336933045356,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8426,5,24
2010-01-05 12:30:00,0.7447710583153347,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8427,5,25
2010-01-05 13:00:00,0.7778228941684665,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8428,5,26
2010-01-05 13:30:00,0.7877235421166306,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8429,5,27
2010-01-05 14:00:00,0.7489589632829373,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8430,5,28
2010-01-05 14:30:00,0.6743002159827214,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8431,5,29
2010-01-05 15:00:00,0.6837883369330453,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8432,5,30
2010-01-05 15:30:00,0.6536933045356372,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8433,5,31
2010-01-05 16:00:00,0.6784838012958962,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8434,5,32
2010-01-05 16:30:00,0.7951058315334774,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8435,5,33
2010-01-05 17:00:00,0.9778250539956803,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8436,5,34
2010-01-05 17:30:00,1.0656328293736501,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8437,5,35
2010-01-05 18:00:00,1.1795421166306697,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8438,5,36
2010-01-05 18:30:00,1.2351641468682504,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8439,5,37
2010-01-05 19:00:00,1.1673585313174946,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8440,5,38
2010-01-05 19:30:00,1.1498596112311015,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8441,5,39
2010-01-05 20:00:00,1.110231101511879,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8442,5,40
2010-01-05 20:30:00,1.0873520518358533,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8443,5,41
2010-01-05 21:00:00,1.100863930885529,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8444,5,42
2010-01-05 21:30:00,1.0494168466522678,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8445,5,43
2010-01-05 22:00:00,0.984390928725702,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8446,5,44
2010-01-05 22:30:00,0.9340086393088554,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8447,5,45
2010-01-05 23:00:00,0.8405723542116631,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8448,5,46
2010-01-05 23:30:00,0.8037473002159827,29.8,26.6,32.4,10.8,15.5,999.9,0.02,8449,5,47
2010-01-06 00:00:00,0.6853390928725702,31.4,19.4,36.0,13.9,23.3,23.9,0.16,8450,6,48
2010-01-06 00:30:00,0.5465550755939524,31.4,19.4,36.0,13.9,23.3,23.9,0.16,8451,6,1
2010-01-06 01:00:00,0.4084125269978402,31.4,19.4,36.0,13.9,23.3,23.9,0.16,8452,6,2
